UserID,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,ordered
65ba-av67c377-65ba-49b1-b182-948406,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
5612-avav296d-5612-467a-a932-44315,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
3885-av70db28-3885-40da-a7d5-126525,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
a779-av707306-a779-b1c4-877b-947632,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
8d0a-av790779-8d0a-428a-971d-778263,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1
a706-av7a653a-a706-46bc-b262-162924,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
c64a-av7c77d7-c64a-4986-92c6-731684,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
167c-av8415c3-167c-4768-b334-971384,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
7778-av90b03d-7778-42d9-8658-436138,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
39av-av99b8c7-39av-493b-a57d-452000,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
1063-av9d2377-1063-475b-b677-112512,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
7108-av96dba4-7108-407b-a710-618687,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
d437-ava305d3-d437-4556-a477-726725,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
0546-ava6886d-0546-4774-a046-547739,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1
406d-ava7baad-406d-46b4-88a2-938128,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
d377-ava71169-d377-4c26-807c-324324,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
3b65-avb05b7b-3b65-425a-8252-457192,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
7886-avb36870-7886-4716-8892-438333,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
2d29-avbav85b-2d29-4121-a60c-300641,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
9a65-avbb6b86-9a65-41e9-970c-290462,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
489c-avbc3186-489c-4846-91a6-320522,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
3a2b-avb1ea14-3a2b-4347-8c95-181631,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1
902d-avc82d86-902d-4761-8adc-636856,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
ca67-avca1avb-ca67-4c93-8871-759577,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
a0a6-avc704b1-a0a6-4934-b60a-372873,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1
4cb9-avc763b6-4cb9-b172-908c-617745,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
60b7-avd022b4-60b7-b1a7-9801-902535,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
7877-avd2109b-7877-4354-b761-681562,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
2c31-avd600da-2c31-43c5-96b8-218727,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
41d4-avd99c4d-41d4-4ba7-b1e7-643275,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
103a-avda71d1-103a-458d-a9a4-567596,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
721e-avda7337-721e-4160-886b-968420,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1
b108-avdd2387-b108-4719-bdaa-80986,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
0b25-avd67c16-0b25-46a5-8896-871004,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
82d6-av706077-82d6-4545-bc46-130306,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
85b8-av724b70-85b8-4886-9753-781642,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
2149-av73873d-2149-4072-b59a-563099,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
69dd-av7532ac-69dd-46d8-aa57-144944,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
6029-av78dbcb-6029-4d0c-82cd-746156,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
8da6-av79037c-8da6-b122-8c86-417327,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1
1e5b-av7c97b8-1e5b-4867-a096-84533,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
b988-av775784-b988-4783-8758-16365,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
b86d-av71e209-b86d-49d7-8952-455384,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
d707-av61625a-d707-4787-bc77-279065,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1
0937-av6b1a82-0937-492b-8492-746211,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
2832-av1e07b2-2832-4120-bb23-171341,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
719d-av1e2c70-719d-4a28-874b-7615,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
390b-av67a648-390b-457a-97b1-705513,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
b9c0-av688862-b9c0-457b-a672-505474,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
5d16-av6a31bb-5d16-4033-b60b-175265,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
1e86-avav276d-1e86-4d06-9a06-839200,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
31e8-6d02902a-31e8-4d31-a935-791892,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
4152-6d03a978-4152-4897-bbb1-218718,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
9006-6d056256-9006-41e4-a768-852805,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
1b78-6d1163c6-1b78-b1c6-9d67-777168,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
b14a-6d169b00-b14a-468d-851a-29360,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
c1ea-6d16a382-c1ea-497d-8299-576825,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
6576-6d286126-6576-4557-b7bc-50795,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
d64c-6d281eb7-d64c-4d64-9787-54084,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
288b-6d288807-288b-4654-b677-527228,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1
8c22-6d2bbc0c-8c22-4a76-b887-271625,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
57a0-6d3369ca-57a0-4av7-bbcb-115592,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
7b10-6d37c2d8-7b10-40d6-8185-193039,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
6a73-6d38d1a0-6a73-4d11-abd2-1849,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
6597-6d41c967-6597-46ac-9d85-450775,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
cb0d-6d426369-cb0d-4565-a02b-676292,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
b2a8-6d421eaa-b2a8-b130-9734-630490,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1
b3b7-6d4av407-b3b7-4818-9462-119830,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
1e87-6d4b22b9-1e87-414c-8240-671088,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
d787-6d4c9029-d787-4850-8cd3-201220,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
612b-6d462a55-612b-49d1-b576-570613,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
2185-6d5376d0-2185-4b00-89d1-619845,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
d7a2-6d5412b2-d7a2-4880-837a-3289,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1
a87b-6d5451d7-a87b-4655-b107-68339,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1
0895-6d5577d9-0895-478d-8919-369682,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
0c78-6d5c326d-0c78-4dd6-8272-430942,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
0018-6d5d6a4b-0018-455a-b838-181283,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
b070-6d636d43-b070-4157-b786-96965,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
6d48-6d6b6560-6d48-4146-b196-113064,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1
cd46-6d1e758d-cd46-4375-bc07-185361,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
5796-6d71a656-5796-4717-b8da-706937,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
0874-6d741ac7-0874-41e4-a036-302979,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
7277-6d74630d-7277-4758-960d-261838,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
2036-6d75906d-2036-420c-a7bb-56950,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
a4b6-6d7777c1-a4b6-4162-b6b7-985900,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1
c967-6d78a460-c967-417c-9c8a-898605,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
1157-6d83c889-1157-4767-93b1-147604,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
a5b8-6d85d2d6-a5b8-4725-8380-288435,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
5a14-6d8bb727-5a14-4c75-9c7b-700214,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
7797-6d87177b-7797-4ca3-93d3-284903,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
ab6d-6d873277-ab6d-4176-aa74-324768,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
bc26-6d91464b-bc26-4dbc-8b51-127137,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
b1e5-6d974ad4-b1e5-426a-a924-632710,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
a6a7-6d977472-a6a7-4a89-b740-699935,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
7137-6d97ddcc-7137-414c-a1ab-577710,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1
5405-6d9c3061-5405-4c33-a38c-576984,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
a5d6-6d9av432-a5d6-4373-91b7-44526,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
1e7b-6da3317a-1e7b-4bav-9a0c-513209,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
2622-6dab08ac-2622-b105-baav-264345,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
4670-6da67a05-4670-4747-91ed-141407,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
74a0-6db09c57-74a0-4141-a985-268737,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
9670-6db47b4d-9670-41c5-93a1-261011,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
d97a-6db5d70b-d97a-4025-8c21-831392,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
7640-6db782ad-7640-4b13-b20d-835799,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
19bc-6dc20962-19bc-4211-b7ac-247562,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
0287-6dc5dcb7-0287-427b-a476-679324,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
8698-6dc56287-8698-4696-b737-792125,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
8637-6dc92697-8637-4061-b71c-382620,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
4054-6dc960bd-4054-4ca3-9306-519075,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
a9a3-6dcbb487-a9a3-477c-bc78-367971,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
3679-6dd028b1-3679-46dc-975d-677561,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
1c7b-6dd09b97-1c7b-4cc6-9av6-698565,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
av79-6dd285av-av79-4730-bc69-815894,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
8527-6dd42867-8527-40a6-907a-835276,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
513c-6dd6863b-513c-4dd2-b672-483136,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
6dbd-6dda02a7-6dbd-4579-b356-784869,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
0532-6ddab5c0-0532-4c52-a35b-727294,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
1457-6dd76838-1457-4879-a28b-238973,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
35cb-6d705b29-35cb-42av-b538-947972,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
759c-6d71822b-759c-4a07-8cd7-550080,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1
6138-6d73d847-6138-4761-87d1-917205,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
325a-6d757822-325a-45d8-a27c-338901,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
33b5-6d7d704b-33b5-4c06-9421-135743,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
7b27-6d770138-7b27-4263-b216-461346,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
4094-6d761007-4094-41e0-9761-985792,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
av67-6d61avbc-av67-4065-80av-272663,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
4724-6d618764-4724-4779-8776-805084,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
4641-6d62003a-4641-4baa-8878-770993,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
8b65-6d648190-8b65-4c8a-a989-810218,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
c26b-6d6d5b97-c26b-489c-b55b-913038,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
da86-6d6d6b4d-da86-475d-bd77-912692,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
3aa9-670371a0-3aa9-4b67-a675-682891,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
d6b6-67057298-d6b6-477a-8cbc-926782,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
dc29-670b9020-dc29-4d26-8607-95653,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
bba6-67075aa7-bba6-b173-a416-768193,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
3798-67151509-3798-4209-823a-782726,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
47c9-6711eb77-47c9-b167-9677-674953,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
7167-67167bb6-7167-b100-8a76-236111,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1
1888-671ad4d1-1888-4d5d-97b2-54567,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
0acc-67234288-0acc-4765-8a06-989709,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
1067-67253cb9-1067-42ab-b217-638367,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
c23d-6726db31-c23d-4b27-a12c-957646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
2c84-6729bdc0-2c84-4691-a511-394945,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
612c-672c6b47-612c-4d18-bc86-413884,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
9474-6727c656-9474-4cb6-b846-282109,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
75d7-67323306-75d7-4676-a701-361800,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
9c5d-6733896a-9c5d-43c6-a713-694632,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
7609-6734b1av-7609-4623-9720-130750,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
2817-6735avc4-2817-41e9-a29c-300789,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
4706-6738a4b0-4706-4176-9331-989412,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
79a5-673a26d6-79a5-4c27-a3c7-980350,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1
6da4-6737db56-6da4-42cd-8ca6-926943,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
d89a-67438622-d89a-4a7a-881e-540692,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
dav9-674677av-dav9-4ca8-ab82-243237,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
0da6-6746a2a2-0da6-4976-bdd1-205542,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
c036-67487857-c036-4a8d-8a1d-903970,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
75dd-6749aav7-75dd-4aaa-b005-649528,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
764a-674a2698-764a-4657-8b5d-659006,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
c047-674c5228-c047-b1d7-9a72-826719,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
a256-6747771c-a256-41e3-a2ad-690332,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
ba21-675372ad-ba21-4337-9537-329363,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
